"Tür"	"Künye"	"Sol"	"-5;5"	"Sağ"
"s"	"S-BEABXO-0012-2276"	"beyaz peynirim? Haa. Aynen öle"	"oluyo."	"<B> <B> <Gülme> Tabi. O"
"w"	"W-SI22C0A-0272-76"	"Bey bir çift ayakkabı almış."	"Olabilir..."	"Ama ayakkabıyı şöminenin üstüne koymuş."
"w"	"W-SI27D1B-2465-844"	"beslenme biçimine geçmekte olduğunun göstergesi"	"olarak"	"değerlendirildi. Kalp hastalığı nedeni 2003"
"s"	"S-AEABTZ-0040-521"	"bertarafı bu yasada sadece parasal"	"olarak"	"tanımlı. ÇET raporu devre dışı."
"w"	"W-QF32D1B-2724-400"	"beri Dick Cheney'in yakın çevresinden"	"olduğunu,"	"hatta 11 Eylül'de uçaklardan dördüncüsü"
"w"	"W-JE05A1B-3605-34"	"beraber, konumuz yasama meclisi komisyonları"	"olduğundan,"	"bu değişik anlamlar üzerinde durmayacağız."
"w"	"W-SI44F1D-5111-1843"	"benzetmesinin, kastı aşan bir benzetme"	"olduğunun"	"farkına varmışsınızdır umarım. Böyle bir"
"w"	"W-UG03A2A-2014-451"	"benzerliklerdir. Gündelik yaşamımızda bile farkında"	"olmadan"	"bu benzerliği sıklıkla kurarız. Kedi"
"w"	"W-VI19E1A-4052-1364"	"benzeri bir şeyi hiç yaşamamış"	"olanlarsa"	"kavrayamazlar. Bir dağ doruğuna ulaşmak"
"s"	"S-ADAB^Z-0370-196"	"benzer programları geçtiğimiz yıllarda periyodik"	"olarak"	"yaptık. Bu yıl da yapıp"
"s"	"S-BEABXO-0347-2231"	"Benimkinden uzun. Düz yapınca belli"	"oluyor."	"Düz yapınca seninki benimkinden uzun"
"s"	"S-BEABXw-0396-1074"	"benim... Neyim var diyodum, hıı"	"olabilir"	"yaa, pişmanım aslında. Ama sizin"
"s"	"S-ADABPZ-0119-1461"	"benim çok sevdiğim bir adam"	"olduğu"	"için gösterim size dedim. Sonra"
"s"	"S-ACABQq-0421-1979"	"benim yöremde çıkar. Ben, Antalyalı"	"olmaktan"	"ayrıca gururluyum, haklı olarak. Bizde,"
"s"	"S-BEABXT-0066-1737"	"benim yaşım artık 45 civarı"	"olduğu"	"için bizim yaşımızdaki insanlar öğretim"
"w"	"W-RA16B2A-0441-805"	"Benim yaptığım çay daha güzel"	"oluyor,"	"onun için ben yapayım, dedim."
"s"	"S-BEABXu-0435-123"	"benim verin o ellerindekileri tutmamış"	"olsalardı."	"Bir iki üç dört beş"
"s"	"S-ADBBAo-0443-258"	"Benim için senin programına konuk"	"olmak,"	"meslek hayatımda bir ölçü ve"
"w"	"W-CG09C5A-0218-2272"	"benim için odur, Ahmet Abisi"	"olmak"	"bir halkın. Başka bir şeyim"
"s"	"S-BEABXO-0147-1891"	"benim istediğim en kare sorusu"	"olur"	"du değil mi? Eveet. Demi"
"w"	"W-RA16B2A-0406-1017"	"benim de güvenilemez bir yabancı"	"olduğumu"	"ve karşımdaki insan tarafından bir"
"s"	"S-ADABIA-0264-2250"	"benim asla öyle bi niyetim"	"olamaz"	"sevgilim varken, ama işte bu"
"w"	"W-VA14B1A-3373-141"	"Beni ortak etmekle faydan ne"	"olacak?"	"SANİYE Senin sayende oluyor bu"
"s"	"S-BEABXO-0347-1628"	"beni haa! Evet, çok sıcak"	"oldu"	"ve ben cidden kusucam az"
"s"	"S-ADABPZ-0134-140"	"bence, burada mütevazi olamayacağım, esas"	"olan"	"ilerleyen felsefi bilgiyi gizleyebilmektir. Felsefi"
"s"	"S-BEABXO-0448-886"	"bence şehir merkezine çok uzak"	"oldukları"	"için hani dolar mı dolmaz"
"s"	"S-BEABXX-0411-450"	"bence ya. Böle olmucak böle"	"olan"	"arkadaşlarım da var hiç kendilerinden"
"s"	"S-ADAB^Z-0370-1531"	"bence deneyimdir. Hani çok gerçekçi"	"olmak"	"lazım tamam insanlar kendini geliştiriyorlar"
"s"	"S-ADBBAo-0443-720"	"Bence de... Her ne olursa"	"olsun"	"yaşam devam ediyor ve bir"
"w"	"W-MA16B4A-0126-181"	"ben? Sence benim için en"	"olmadık"	"fotoğraf karesi hangisi?"" Sevgiyle baktı"
"s"	"S-ADABPZ-0134-1491"	"ben- sen diyaloğu bazıları arasında"	"olur."	"Tümeli olduğu gibi benimseyen herkes"
"s"	"S-BEABXO-0344-532"	"ben şimdi. Hadi canım. Tiksinirim"	"olmaz."	"<gülerek> Bırak aynı şekeri yiyoz"
"s"	"S-BAABXj-0001-456"	"Ben çok yiyorum ama Ev"	"olmazsa."	"Benim çok masrafım düştü yani."
"w"	"W-DA14B1A-1307-810"	"ben ve arkadaşlar sizin mezun"	"olduğunuz"	"okulda hocalık yapmanızı istiyoruz. AKİF"
"s"	"S-BEABXO-0128-1779"	"ben sizle de işte beraber"	"olmak"	"açısından hem sorim hem şey"
"s"	"S-BEABXw-0353-674"	"ben sana yapma ben sen"	"olsan"	"Allah gorusun da dedim sen"
"w"	"W-PI22C3A-0210-1848"	"ben sana cevap vereyim. Kadın"	"olduğumdan"	"bazen utanıyorum. Al, sana belki"
"s"	"S-AAABXN-0004-122"	"Ben orda çoğu kişiyle muhatap"	"olmuyorum"	"ya. Kimle muhatap olyosun? Bi"
"s"	"S-ADABIA-0108-1014"	"Ben onda ayrılalı 2 sen"	"olmuş"	"senle evleneni 1 sene olmuş."
"s"	"S-AEAB]o-0017-89"	"ben o tartışmanın bir parçası"	"olmak"	"istemem. O yüzden bu akşam"
"w"	"W-QI22C2A-0670-1807"	"ben o salatayı yemeseydim dizanteri"	"olmayacak,"	"o öğretmen hanımın evine gitmeyecek,"
"s"	"S-ADABCo-0334-777"	"ben krozet taktiğinin büyük abdest"	"olarak"	"anlatmıştım. Afedersiniz, Evet? <B> taktiğiyle"
"s"	"S-ADABCo-0365-2208"	"Ben kendilerine de söyledim, sonuncu"	"olabilirsiniz"	"üçüncü olabilirsiniz ama dürüstçe yarışıp"
"s"	"S-BEABXg-0090-747"	"Ben de iyi bilmiyom nerde"	"olduğunu"	"da. İyi dedim gittim ben"
"s"	"S-ADAB^Z-0370-2413"	"Ben de hoş geldim, misafir"	"olarak"	"katılıyorum. Eskişehir Anadolu Üniversitesi'nden Hoş"
"s"	"S-ADABAo-0433-752"	"ben de gerçekten Türkçe savunucusu"	"olarak"	"da ben de ben dahi"
"s"	"S-BEABXO-0415-2400"	"Ben de bişey diyemedim. Erken"	"olsaydı"	"kızlar buraya gelicekti, hep beraber"
"s"	"S-ADABPZ-0135-403"	"ben bunu göremiyorum. Ee! böyle"	"olmamalı."	"Ve siz de farkındasınız. Şu"
"s"	"S-ADABII-0439-1946"	"belki yani zor bir şey"	"olduğunu"	"da düşünüyorum ama düşünürüm. Peki"
"s"	"S-ADABAo-0318-1733"	"Belki unuttum 20 tane felan"	"olabilir."	"Ee! O evet evet güzel"
"w"	"W-UE36E1B-3296-639"	"belki de Ergenekon Terör Örgütü"	"olmayacaktı."	"Tüm bunları, bu isimleri iki"
"s"	"S-ADABAo-0307-858"	"Belki bu yıl real büyüme"	"olmayabilir."	"Olursada bir puanı geçmeyebilir. Ama"
"s"	"S-BEABXO-0450-1735"	"belki ama, ama fırsatım da"	"olmaz"	"ya muhtemelen. Bu arada annem"
"w"	"W-DD02A1B-3567-2148"	"belirtmek gerekir. Şiirlerin çokluğuyla orantılı"	"olarak"	"tema sayısı da oldukça kabarıktır,"
"w"	"W-VF10A1A-1889-432"	"belirtildiği gibi kullanıcıdan izin alınmaması"	"olarak"	"yorumlanmalıdır. Ancak yapılan işin zorunlu"
"s"	"S-ADABAo-0388-2086"	"belirlenmiş uzmanlar belirlenmiş uzmanlar yapacak. Her zaman"	"olduğu"	"gibi programın ağırlıklı olarak değindiği"
"w"	"W-UE36E1B-3358-187"	"beldelerde projelendiriliyor ama nadiren de"	"olsa"	"ilçe ve il merkezlerinde de"
"s"	"S-BEABXQ-0009-432"	"bekliyoruz ya. Nerenin çalıştığı belli"	"olan"	"hareketleri sevyorum. Doğru yaparsan her"
"s"	"S-BEABXO-0128-1230"	"bekleriz vala o kadar memnun"	"oldum"	"ki yani sizi görüverince böle..."
"s"	"S-ADBBI^-0042-885"	"beklentisi, bu olayı üç kişi"	"olarak"	"yürütmemizdi. Parti girişimimizin millete sempatik"
"w"	"W-TH42C4A-0816-1331"	"beddua etmemiştir. Altın nesil çileli"	"olacaktır"	"ve merhale merhale çile çekecektir."
"s"	"S-ADABPZ-0112-1084"	"becerisinde konuşma gelişiminde emm yetersizlik"	"olabilir."	"Yaşından beklentilerle konuşamaya bilir veya"
"w"	"W-DA16B2A-0032-973"	"bebekti ve bilin bakalım ne"	"oldu?"""	"""Annesi onu dünyaya getirirken öldü,"""
"w"	"W-TH42E1B-2920-1739"	"be kat, gerçek anlamda çevreci"	"olduklarını"	"söyleyebiliriz. İnançlarını inşalarına yansıtan ecdadımızın"
"s"	"S-AEABTZ-0040-743"	"başından beri karşı idik, karşı"	"olmaya"	"devam edecez. Bu rakamlar da"
"w"	"W-SH32D1B-2514-1539"	"başında herkesin en büyük tehlike"	"olarak"	"gördüğü ve önlensin diye çaba"
"w"	"W-QI41C3A-1457-2281"	"başında bile çok kısa dalgası"	"olan"	"bir radyo bulunduruyor ve gece"
"w"	"W-UA16B2A-0482-2393"	"başına gelenleri seyretmedin mi? Dürüst"	"olmak"	"göründüğü gibi kolay değildir. Çoğu"
"s"	"S-ADABLp-0062-1413"	"başına elde edilen verimin düşük"	"olması."	"Yani hangi hayvancılığın yapılması? İlkel"
"s"	"S-ADBBI^-0326-2344"	"başörtülü, hem de çok şık"	"olabilir"""	"diyorum, sonra bir başörtüsünü saniyede"
"w"	"W-QI43C3A-1801-274"	"başörtülü, hem de çok şık"	"olabilir"""	"diyorum, sonra bir başörtüsünü saniyede"
"w"	"W-KE05A1B-3631-1080"	"başvurucuların yakınmalarını incelerken Divan prensip"	"olarak"	"bir askerin, askeri kuralları ihlal"
"w"	"W-IE06A1B-3535-467"	"başvurma riskinin uluslararası ilişkilere hâkim"	"olmaya"	"devam edeceğine işaret etmiştir. Fakat,"
"w"	"W-EF10A3A-1839-1525"	"başvurdukları bir sistemdir. Fazla karışık"	"olmayan"	"biçimleri, uygulayan ülkelerin amaçlarına etkin"
"s"	"S-ADABAo-0311-807"	"başta sayın Gündüz Yedikoğlu hocamız"	"olmak"	"üzerer emm rakamlarımızı, fiyatlarımızı fevkalede"
"w"	"W-IG37C3A-0492-154"	"başlığı röportaj yapacağım kişilerin, ""kimler"""	"olacağını"	"belirtiyor gibi... Edebiyatımıza yıllarını vermiş,"
"s"	"S-AEABTZ-0040-2285"	"başlıyorlar filan. Sonra bu böyle"	"olmuyor."	"Ne yapalım? Bir ambulans bulunduralım"
"s"	"S-BEABXO-0452-791"	"başlıyo. Başlıyo da yine zamanın"	"olur"	"yapmaya bişeyler. Üniversiteyi gazanınca Ali"
"s"	"S-ACABQq-0425-914"	"başlayan IMF anlaşmaları çerçevesinde önümüzde"	"olan"	"gelir politikalarına geliyoruz. Ben kısaca"
"w"	"W-JC01A1B-3746-1646"	"başlarında, hemşirelerin ekip içinde sahip"	"olmaları"	"gereken yeni rollerine ilişkin görüşler"
"w"	"W-QE37C2A-0851-1141"	"başlar. Muhtemelen ilk durak mutfak"	"olur,"	"çünkü bu güzelleşme çalışmaları sırasında"
"w"	"W-ED37C3A-0401-2301"	"başlamıştır. Değerinin sadece kol gücü"	"olmadığını"	"anlamıştır. Cinsel duygular, cinsel yaklaşımlar,"
"s"	"S-BEABXE-0082-1852"	"başladım diyelim. Ne zaman emekli"	"olacam"	"ben? 60'ta mı? Ne bilim"
"s"	"S-BEABXO-0454-318"	"başladı tabi hoca işte şöyle"	"olmıycak"	"böyle olmıycak, en önde de"
"w"	"W-UC39C1A-1406-155"	"Başkanlığındaki pazarlık müzakereleri sonucu vermiş"	"olduğu"	"indirim teklifinin -ki bu teklifle"
"w"	"W-MD18E1C-3375-604"	"başkanlığında toplanır. Herhangi bir mazereti"	"olmaksızın"	"üst üste üç toplantıya katılmayan"
"s"	"S-ACABQq-0423-2490"	"başkanları aynı kurucu devlete mensup"	"olmayacak,"	"aynı kurucu devletten ardı ardına"
"w"	"W-ND41C0A-0335-1551"	"başka. Futbolcunun bir pop yıldızı"	"olabildiği"	"kavrandıktan sonra, onu sahanın dışına"
"w"	"W-OA16B3A-0737-2073"	"Başka kitapçı ne depremden önce"	"oldu"	"ne de sonra. Değişme yok."""
"s"	"S-BEABXO-0095-1145"	"başka kim var? Shrek gibi"	"olan"	"Nehir... Hıı? Shrek gibi yeşil"
"w"	"W-TI32D1B-2495-1192"	"başka kaynaklar da aramamaya gerek"	"olup"	"olmadığını planlayarak başlamalıyız. Ders çalışırken"
"s"	"S-ADABPZ-0135-2000"	"başka bir şey. Bir araç"	"olarak"	"anlaşılmalıdır. Sorunlarımızın çözümünde felsefe sorunlarının"
"s"	"S-BEABXA-0129-1279"	"Başka bir tane vardı. Elenmiş"	"olabilir"	"o belki de. Şimdi programa"
"w"	"W-EC01A1B-3577-734"	"başka araştırmada suçlu bireylerin başarılı"	"olarak"	"problem çözmelerinin artmasıyla problemler üzerinde"
"s"	"S-ACABQq-0425-2367"	"Başbakanlık bütçesi görüşülmüyor. Lütfen, görüşülmekte"	"olan"	"yasanın maddesi üzerinde konuşsun. Bitiyor..."
"w"	"W-GE39C3A-0410-2175"	"Başbakan Mesut Yılmaz tarafından, ceza"	"olarak;"	"Vali, Urfa'dan Denizli Valiliği'ne atanıyordu?!"
"s"	"S-ADABCo-0234-1170"	"Başbakan Erdoğan'la otuz yıllık arkadaş"	"olduklarını"	"ve zaman zaman kırgınlıkların yaşandığına"
"w"	"W-SC29D1B-2444-1012"	"başarılı olmak ve pazarı büyütmek"	"olduğunu"	"belirterek, ""Bu, internet kullanıcılarının sayısını"
"s"	"S-ACABQq-0423-1022"	"başarı olarak değerlendirilmelidir. Ne olursa"	"olsun,"	"Senatonun yarısı Türk kalacaktır ve"
"w"	"W-KA16B5A-0098-1545"	"baş edebildiğine göre katil iriyarı"	"olmalı,"""	"diye söyleniyor Ali. ""Hem de"
"s"	"S-AEAB]o-0017-398"	"bağışlıyor. Yani ahirette böyle cilveler"	"olur."	"Mesele iyi niyet, mesele düzeltmeye"
"w"	"W-LA16B4A-0687-259"	"bağışla, diyor. Hiçbir dilde karşılığı"	"olmayan"	"bir anlatımla söylüyor. Barış, sesindeki"
"s"	"S-ACABPZ-0329-683"	"bağırsaktan yapıldığı için akord tam"	"olarak"	"tutmuyor. Mesela emm bugünkü çalış"
"s"	"S-BEABXO-0122-2165"	"bağır, çağırmadan şey yapmaz. Sinirli"	"olsa"	"bile ya sessiz kalır ya"
"w"	"W-GB04A4A-2008-1985"	"bağıntısındaki k sabitinin iş boyutunda"	"olduğunu"	"gösteriniz. D 32-ELEKTRİKSEL REZONANS Direnç,"
"w"	"W-TE05A1B-4230-1077"	"bağlı pazarlama"" kavramında tüketicilerin hassas"	"olduğu"	"ahlaki unsurların vurgulanması söz konusudur."
"s"	"S-ADABCo-0027-2312"	"bağlanır. Uygulama 12 yaşına kadar"	"olan"	"çocukları kapsıyor. Boyu 1.50 cm'den"
"s"	"S-AAABLp-0159-359"	"bazı baştayken vatandaşlık bilgisi, genel"	"olarak"	"ingilizce mezunuyuz, biraz hayatımızın dışında"
"w"	"W-MC06A2A-0491-241"	"Bazı araştırmalara göre Dünya'nın yuvarlak"	"olduğu"	"çok eskiden beri biliniyordu. Meselâ"
"s"	"S-ADABAo-0368-1370"	"bazen buna çok dikkat edemiyor"	"oluyorsunuz"	"değil mi Mehmet? Ya şimdi"
"w"	"W-RI22C2A-0404-168"	"bayan objektiflere yakalanıp gazetelere haber"	"olmuştu."	"Erkeklerin çapkınlık bakışları daha serttir."
"w"	"W-RD37C2A-0811-25"	"Batı ile İslâm arasında var"	"olan"	"savaş, tipik bir inanç savaşı"
"w"	"W-NG24D1B-2304-622"	"basını, onların barışmasının an meselesi"	"olduğuna"	"inandırmaya çalışır. Gizli silahı da,"
"s"	"S-ADABDp-0432-1190"	"baskı ortadan kalkınca nolur? Rahatsız"	"olur."	"Hani arı kovanına çomak sokmaya"
"s"	"S-ACABTZ-0336-826"	"barışından yana bağımsız bir ülke"	"olarak"	"yaşamasını sürdürmesi istencesidir. Türkiye 1968"
"w"	"W-ME30D1B-2083-2026"	"barış sürecine ölümcül bir darbe"	"olarak"	"nitelendiriliyor. Barak dün, Filistin lideri"
"s"	"S-ADABAo-0308-1082"	"bankasının faiz indirimiyle olucak mı"	"olmıcak"	"mı bakıcaz bunu takip edicez"
"w"	"W-ZI45E1C-5072-2090"	"bana. Dizisi de politik, molitik"	"olduğundan"	"hiç elim gitmiyo, izlemek istemiyorum."
"s"	"S-ADBBI^-0326-1938"	"bana, ""Ben senin gibi gustosu"	"olan"	"bir insan görmedim, senin kadar"
"s"	"S-ADAB^Z-0370-133"	"bana verilmiş olan hak tanınmış"	"olan"	"işte ayrı bir poliklinik açma"
"w"	"W-LH41C4A-0241-441"	"bana aittirler. Kötü tanrının dininde"	"olanlar"	"nasıl çocuklarını ona adıyor ve"
"s"	"S-BEABXO-0074-360"	"balım. Nere gitse beleşçi biri"	"olsa"	"o alıyor çocuğa. <gülme> O"
"s"	"S-ADABPZ-0135-2366"	"bakışın ee! olumlu bir şey"	"olduğunu"	"düşünüyorum. Tabi nedir? Benim de"
"s"	"S-ADABAo-0368-241"	"bakışlarınızdan güzellikler, pozitiflikler, enerjiler eksik"	"olmasın"	"efendim. Hoşçakalın. Sağlıklı kalın. Pozitif"
"w"	"W-GF05A1B-4387-2037"	"bakış açısı büyük ölçüde içselleştirmiş"	"olduğu"	"bu roller tarafından belirleniyor. Bu"
"w"	"W-PE05A1B-4234-2297"	"bakış açılarının ve varsayımlarının toplamı"	"olarak"	"tanımlanıyor (Türkoğlu (Türkoğlu s.20). Vermiş"
"s"	"S-ADABAo-0366-1934"	"bakıyorsa o toplum üniversitenin ne"	"olduğunu"	"anlamamış daha. Bunu söylemek lazım."
"s"	"S-BEABXB-0073-2411"	"bakıyordu şöyle çok komik durumda"	"oluyorduk"	"ya o zaman acayip. <gülerek>"
"w"	"W-LF25D1B-2155-2204"	"bakıyor. Bizim maddi duran varlıklarımız"	"olamaz"	"ki! Bizim maddi olmayan duran"
"w"	"W-ID02A1B-3820-1232"	"bakımını isterken, bu oran okur-yazar"	"olanlarda"	"%42.86'ya ilkokul mezunlarında %60'a, ortaokul"
"w"	"W-PH42C3A-0808-1774"	"baktığı birisi hâline gelmişti. Nasıl"	"olmasın"	"ki o, artık Rasûlullah'ın kardeşiydi."
"s"	"S-BEABXO-0147-2068"	"baktım yapıyosunuz. Yok aslında iyi"	"oldu"	"hani yaptım; ama yine bi"
"s"	"S-BEABXB-0073-503"	"baktım ya hani şey olmuş"	"olsa"	"elimde o cd olmamış olsa"
"w"	"W-OA16B2A-1253-2244"	"baktı. Bu kukla çok güzel"	"oldu"	"dede. Herkes ona bayılacak! Yaşlı"
"s"	"S-BEABXO-0431-1668"	"baksana her yer boş. Uyuzluk"	"olsun"	"diye yapıyo. Ama ışığa yakalanıyo"
"s"	"S-BEABXz-0387-87"	"bakmışsınız. Öğretmenimizde Zuhal... Anama sorsam"	"olur"	"belki yani anamın bildiklerini soriyım"
"w"	"W-IA16B3A-0041-412"	"bakkalda. Birkaç kez sırf laf"	"olsun"	"diye, ""Bu sabun yeni geldi,"""
"w"	"W-TH32D1B-2487-1356"	"bakarsınız ki; banka önlerinde mi"	"olur,"	"hastane koridorunda mı, mahkeme kapısında"
"s"	"S-ACABQq-0422-2117"	"bakarsanız, böyle bir direkt ilişki"	"olmamasına"	"rağmen, bunun da bir faktör"
"s"	"S-ACABQq-0425-673"	"Bakanlığımız teşkilat kanununa böylece kavuşmuş"	"olacaktır."	"Tabiî, maddenin hayırlı olmasını dilerken,"
"w"	"W-QI09C2A-1356-1254"	"Bakanlığı'na verilen dilekçede, maaşlı korumalarımın"	"olduğu,"	"Mercedes araba kullandığım, çocuklarımın özel"
"s"	"S-ACABQq-0425-1583"	"Bakanlığı Teşkilat Kanunu Tasarısı hazırlıklarının"	"olduğunu,"	"en kısa zaman içerisinde Türkiye"
"s"	"S-ADABAo-0388-660"	"bakan ise hepsine bir bütün"	"olarak İngiliz"	"olarak İngiliz deme eğiliminde. Hatta ben"
"w"	"W-RI09C1A-1473-1485"	"bakan evinde, ""Artık buralar yaşanmaz"	"oldu"""	"demeyi bile edepsizlik sayıp, derin"
"w"	"W-SI09C2A-0405-372"	"bakabilmeyi öğrenmemiz gerekir. Genellikle sahip"	"olduklarımıza"	"sevineceğimiz yerde, sahip olamadıklarımız için"
"s"	"S-BEABXO-0083-381"	"bak. Tamam. Senle aynı sınıfta"	"olanlara."	"<D 23> Dur sana lambayı"
"s"	"S-BEABXn-0099-1195"	"bak şunu alabilirim. Hangisi? Güllü"	"olanlar."	"Hıı yok güllü olanlar değil"
"s"	"S-BEABXO-0450-1280"	"bak Dilara mesela çok zayıf"	"olduğundan"	"hiç öyle bi durumu olmadı"
"s"	"S-BEABXO-0083-1031"	"bak bunlar sadece bana açık"	"olanlar"	"dimi? Tıkla bakim. Dimi? Evet."
"w"	"W-RG37C1A-0844-712"	"Bahar'da... Yeni güller için, gül"	"olur"	"mu hiç bülbülsüz; bülbül için"
"s"	"S-ADBBAo-0443-2096"	"bacakların var olabilirsin demiştim. ""Oyuncu"	"olmak"	"istiyorum"" da derdi. Zaten sınıf"
"s"	"S-ADBBAo-0443-67"	"babalığını yaparsa daha çok memnun"	"olacağım."	"Bir araya gelmeme kararı aldım,"
"w"	"W-SG37C2A-0821-197"	"babalar ve dedeler yüz göz"	"olmamak"	"için her akşam aynı cümle"
"s"	"S-BEABXA-0129-969"	"Aşılamak sonra yapılan bir şeydir"	"olmaz."	"Sevgini dinlemek kaç sene kız"
"s"	"S-ACABFZ-0049-305"	"aşıklardan bir kısmını kaybedenlere ""enek"""	"olarak"	"dağıtır. Böylece oyun yeniden başlayabilir."
"s"	"S-BEABXO-0393-2048"	"Aşık Garip kadar da gülen"	"olmamış"	"aşıkların içinde. Hı-hıı. Aşık Kerem"
"w"	"W-HC05A2A-1772-1023"	"aşkın bir kesimin en kötü"	"olarak"	"sıraladıkları bir b partisi de"
"w"	"W-JG09C2A-0593-1911"	"Aşk mektupları Türkân'ın Rüçhan beyle"	"olan"	"ilişkisi, dediğimiz gibi klasik kırmızı"
"w"	"W-LE39E1B-2897-1115"	"aşağı kalmadıklarını hesaba katmamız gerekiyor."	"Olup"	"bitenleri daha sağlıklı bir biçimde"
"s"	"S-BEABXO-0013-2494"	"aşağı bölünmüyomuş şimdi. 20 dönüm"	"olursa"	"bölünüyomuş. Şimdi yeni kanun çıkarttı"
"s"	"S-ACABQq-0423-1320"	"aşamasında varlar. Teknik konularla ilgili"	"olarak"	"da, uzmanlar, bunun her tarafını,"
"w"	"W-IF18E1C-4144-913"	"aşamalı olarak azaltılmıştır. İkinci düzenleme"	"olan"	"ve 25 Aralık 1996 tarih,"
"w"	"W-KG24D1B-2234-588"	"ağır tonlarından daha aydınlık, ışıltılı"	"olması"	"ve anlatımının giderek daha çok"
"w"	"W-QH42A2A-1645-52"	"ağır gelir? Sonra sadece katip"	"olduğumuz"	"halde, bin şehit'in sevabından daha"
"s"	"S-BEABXO-0012-436"	"Ağustos'ta sıcak falan basıyo ama"	"olsun."	"<D 1641> Geçen sene böle"
"s"	"S-ADBBI^-0042-1893"	"ağrıydı, yürüyememekti, enerji eksikliğiydi hiç"	"olmadı"	"öyle şeyler... Tabii benim aklım"
"w"	"W-UF10A1A-1888-513"	"ağlarına ve yığınlaşma ekonomilerine dayalı"	"olarak,"	"Fordist tarzın gerektirdiği dikey bütünleşmeyi"
"w"	"W-OA16B4A-0061-2324"	"Ağbi! dedim. Böylece diyaloga girmiş"	"oldum"	"Mevlâna Celalettin Rumi'yle. Ben bunun"
"s"	"S-BEABXO-0436-2228"	"ağa Solak'ın yanına geçmiş nasıl"	"olacak"	"o iş sıkıntı yok yani."
"w"	"W-TC40E1B-2879-2241"	"ağ üzerinde hangi yöntemlerle ulaşılabilir"	"olacağını"	"ayarlamak son derece kolaylaştırılmıştır. Bunun"
"w"	"W-MF05A1B-4427-1093"	"açısından çok daha iyi konumda"	"olmaları"	"ise düşündürücüdür. Bu açıdan iktisadi"
"s"	"S-ACABQq-0423-2079"	"açısından oldukça zengin bir ilçe"	"olduğunu"	"söyleyebilirim. Bütün bunlara rağmen, acil"
"s"	"S-ADABI\-0438-1216"	"açısından bazen Molfix de indirimler"	"oluyor..."	"Ne kadar peki can bebe"
"w"	"W-ED02A1B-3662-2358"	"açıkça söylemeseler de bu böyle"	"olmalıdır."	"Zira yasal mirasçı niteliği yasal"
"w"	"W-KF25D1B-2139-1853"	"açıklarken gazetecilerin sorularını yanıtladı. GB'de"	"olduğu"	"gibi, Rusya bunalımıyla ilgili ilk"
"w"	"W-TD02A1B-4606-1340"	"açıdan olumlu bir gelişmeye neden"	"olmaktadır."	"Bu nedenle kültür turizmi ve"
"s"	"S-ACABTZ-0336-2373"	"açıdan fiziksel açıdan ne açıdan"	"olursa"	"olsun bir riski zaten paylaşmış"
"w"	"W-EI41C4A-1465-2478"	"açarak yüreğine su serpebilir. Ölü"	"olduğu"	"kesinleşen Aldatıcı, Doktor Nevzat Adlığğğ"
"s"	"S-BEABXO-0389-1847"	"Aç aç. R. Açarsa sıfır"	"olacak"	"mısınız? İşleğe bakar. <B> R."
"w"	"W-PB04A1B-4253-2387"	"azotu yanlızca düşük sıcaklıklarda karbo-nitrür"	"olarak"	"bağlayabiknektedir. Sage yapmış olduğu çalışmada"
"w"	"W-GH09C3A-0710-1909"	"Aziz Nesin'in içtenliğine, çoğu şeyde"	"olduğu"	"gibi, bu konuda da uzun"
"w"	"W-CD02A1B-3398-2106"	"azgelişmiş ülkeler bakımından daha karmaşık"	"olduğu"	"görülmektedir. Birçok azgelişmiş ülkede milliyetçilik"
"w"	"W-HF10A2A-1819-229"	"azalışın, son deprem faciasıyla ilgili"	"olduğu"	"olasılığı yüksek bulunmaktadır. Bir ara"
"w"	"W-SD18E1C-4169-1729"	"aza indirilmesi, Ülkemizin de taraf"	"olduğu"	"milletlerarası belge ve bildirilerde yer"
"w"	"W-FE39C0A-0250-1942"	"az, yolların yetersiz, insanların geri"	"olduğu"	"sahipsiz bir toprak parçası, Abdullah"
"w"	"W-JI22C2A-1048-983"	"az zarar görmesini sağlayacaktır. Gerçekleştirilmiş"	"olan"	"çeşitli araştırmalardan elde edilen sonuçlar"
"s"	"S-BEABXO-0450-1389"	"az olduğunu vermiş hani az"	"olan"	"Msn'ini vermiş Hmm, bi de"
